text_a	text_b	label
CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1Cl	CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1	8
[H][C@]1(F)[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C(N)N=C(Cl)N=C12	CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O	8
FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1	CCCCC1(CC)C(=O)NC(=O)NC1=O	8
FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1	CCC1(CCC(C)C)C(=O)NC(=O)NC1=O	8
NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1	[OH-].[OH-].[Mg++]	8
CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1	CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC	8
OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1	CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O	8
OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1	[H]C(Cl)(Br)C(F)(F)F	8
OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl	[H][C@@]12C[C@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C	8
CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1	CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12	8
CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N	CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1	8
CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1	CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O	8
CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N	CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1	8
CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1	FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1	8
CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1	CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1	8
CCCNC(C)C(=O)NC1=CC=CC=C1C	CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1	8
CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12	CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1	8
NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12	C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1	8
CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC	CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1	8
[H][C@]1(NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O)NC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O	COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O	8
OC(O)C(Cl)(Cl)Cl	CCCNC(C)C(O)=NC1=C(SC=C1C)C(=O)OC	8
CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C	CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1	8
NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12	CC(C)NCC(O)COC1=CC=CC=C1OCC=C	8
CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12	CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1	8
CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1	[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC[C@@H]2O	8
ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1	CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1	8
COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C	CCCC(C)(COC(N)=O)COC(=O)NC(C)C	8
CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12	CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1	8
CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1	CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1	8
NC(CCC(O)=O)C=C	CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1	8
CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O	CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC	8
CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1	CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2	8
CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21	CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2	8
OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1	[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1	8
CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1	CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1Cl	8
NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12	CC(N)CC1=CC=CC=C1	8
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O	NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F	8
NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12	CCC(O)(\C=C\Cl)C#C	8
[Mg++].OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O	[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(O[C@@H](O2)C1CCCCC1)C(=O)COC(=O)C(C)C	8
CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2	8
COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1	C[C@H](N)[C@H](O)C1=CC(O)=CC=C1	8
CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C1=CC=CC=C1	[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2	8
COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O	[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O	8
CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O	[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])[C@H](Cl)CC2=CC(=O)C=C[C@]12C	8
ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl	CCCC(C)(COC(N)=O)COC(=O)NC(C)C	8
[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)CCCCC)[C@@]1([H])C\C(O2)=C\CCCC(O)=O	COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O	8
CCC1=CC2=C(S1)N1C(C)=NN=C1CN=C2C1=CC=CC=C1Cl	FC(F)(F)C1=CC(=CC=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1	8
COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C	CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21	8
C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O	CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O	8
CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1	[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2	8
CC1=C(NC2=C(C=CC=N2)C(O)=O)C=CC=C1Cl	[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	8
OCCN1CCN(CC\C=C2\C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1	CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1	8
CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1	8
CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1	CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1	8
CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1	C[N@@+]12CC[C@@H](CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1	8
CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1	COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1	8
[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@@H](CSC)CN2CCC	CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1	8
OC1=C2N=CC=CC2=C(C=C1)[N+]([O-])=O	CC1=C(C(C2=CC=CC(=C2)[N+]([O-])=O)C(=C(C)N1)P1(=O)OCC(C)(C)CO1)C(=O)OCCN(CC1=CC=CC=C1)C1=CC=CC=C1	8
CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1	CCN(CC)CC(=O)NC1=C(C)C=CC=C1C	8
OC1=C2N=CC=CC2=C(C=C1)[N+]([O-])=O	COC(=O)C1=C(C)NC(C)=C([C@@H]1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)O[C@@H]1CCCN(CC2=CC=CC=C2)C1	8
[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O	NNC1=NN=CC2=CC=CC=C12	8
CCC(=O)O[C@@H](O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C	CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O	8
CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC	CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12	8
FC(F)(F)C1=CC(NC2=C(C=CC=N2)C(=O)OCCN2CCOCC2)=CC=C1	COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C	8
CNC1(CCCCC1=O)C1=CC=CC=C1Cl	[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C	8
[H][C@](CS(C)(=O)=O)(N1C(=O)C2=C(C1=O)C(=CC=C2)N=C(C)O)C1=CC(OCC)=C(OC)C=C1	CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12	8
C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F	[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	8
[H][C@@]12CC3=CC=C(O)C=C3[C@@](C)(CCCCC1)[C@H]2N	FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2	8
C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F	OP(O)(=O)C(SC1=CC=C(Cl)C=C1)P(O)(O)=O	8
CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1	COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C	8
[H][C@](CS(C)(=O)=O)(N1C(=O)C2=C(C1=O)C(=CC=C2)N=C(C)O)C1=CC(OCC)=C(OC)C=C1	[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	8
CC[C@H](NC(C)C)[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1	CN[C@@H](C)[C@@H](O)C1=CC=CC=C1	8
CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1	ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1	8
CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1	[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1	8
OCCCC(O)=O	CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC1=CC=CC=C1	8
ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1	CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC	8
COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1	NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1	8
COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C	OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12	8
CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	8
C[C@H](CC1=CC=CC=C1)N(C)CC#C	CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2	8
CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1	CC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1	8
CCCC(CCC)C(O)=O	CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1	8
C[C@H](CC1=CC=CC=C1)N(C)CC#C	ClC1=CC=CC(Cl)=C1NC1=NCCN1	8
CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12	CCCC(C)(COC(N)=O)COC(=O)NC(C)C	8
CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12	COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C	8
CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1	CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1	8
ClC=C(Cl)Cl	NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl	8
CNS(=O)(=O)CC1=CC2=C(NC=C2CCN(C)C)C=C1	CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1	8
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC	NC(=O)C1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)N1CCCCC1	8
FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1	CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1	8
CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC	CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12	8
CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC	[H][C@@]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC	8
FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1	CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1	8
CC(C(O)=O)C1=CC=C2SC3=C(C=CC=C3)C(=O)CC2=C1	OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O	8
CC(C(O)=O)C1=CC=C2SC3=C(C=CC=C3)C(=O)CC2=C1	[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	8
C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1	NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1	8
CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12	[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O	8
[H][C@@]12CC(=C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	CCN1C=C(C(O)=O)C(=O)C2=C1C=C(C=C2)C1=CC=NC=C1	8
CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1	COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O	8
CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O	CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12	8
CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1	[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2	8
CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1	NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1	8
CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1	CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O	8
CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C	NC(CCC(O)=O)C=C	8
CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1	[H][C@](CS(C)(=O)=O)(N1C(=O)C2=C(C1=O)C(=CC=C2)N=C(C)O)C1=CC(OCC)=C(OC)C=C1	8
CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C	CCOC(=O)C1=CC=C(N)C=C1	8
[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@@]1([H])C(O)=O	OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(O)C(=C1)C(O)=O	8
C[C@H](CC1=CC=CC=C1)N(C)CC#C	OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12	8
NNCCC1=CC=CC=C1	CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1	8
CN1CCCCC1CCN1C2=C(SC3=C1C=C(C=C3)S(C)=O)C=CC=C2	CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl	8
CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12	CC(C)NCC(O)C1=CC(O)=C(O)C=C1	8
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O	CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1	8
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O	CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12	8
CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1	CC(C)C(=O)OC(C)OC(=O)NCC1(CC(O)=O)CCCCC1	8
CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12	CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C	8
C[C@H]1CNCCC2=CC=C(Cl)C=C12	CCCC1=NN(C)C2=C1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(C)CC1	8
CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12	CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C1=CC=CC=C1	8
[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C	CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1	8
[H][C@@]12CC3=CC=C(O)C=C3[C@@](C)(CCCCC1)[C@H]2N	CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2	8
[H][C@@]12CC3=CC=C(O)C=C3[C@@](C)(CCCCC1)[C@H]2N	CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12	8
OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O	OP(O)(=O)C(SC1=CC=C(Cl)C=C1)P(O)(O)=O	8
OCCCC(O)=O	CN1CCC(CC1)=C1C2=C(CCC3=CC=CC=C13)SC=C2	8
CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2	CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1	8
CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1	OC1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C#N)CC1	8
OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O	[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C	8
OC1=NC=NC2=C1C=NN2	CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl	8
CC(C)C1=CC=CC(C(C)C)=C1O	CCCNC(C)C(=O)NC1=CC=CC=C1C	8
[H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O	CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1	8
NC(=O)OCC(COC(N)=O)C1=CC=CC=C1	NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O	8
CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O	COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1	8
CC1=C(Cl)C=CC=C1NC1=CC=CC=C1C(O)=O	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C	8
[H][C@]1(O[C@]1([H])C(=O)CC\C=C\C\C=C\C)C(N)=O	COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C	8
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1	NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1	8
OC(=O)CC1=CC(Cl)=C(OCC=C)C=C1	[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	8
OC(=O)CC1=CC(Cl)=C(OCC=C)C=C1	OP(O)(=O)C(SC1=CC=C(Cl)C=C1)P(O)(O)=O	8
COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1	CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O	8
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O	OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1	8
CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1	CCN(CC)CC(=O)NC1=C(C)C=CC=C1C	8
FC(F)OC(F)C(F)(F)F	CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1	8
OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1	C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CC=C(C)C	8
ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1	FC(F)(F)C1=CC(=CC=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1	8
[H][C@@]12C[C@H]3OC4(CCCC4)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1	8
